month,zone,category,actual_revenue,target_revenue
2025-06,East,Beverages,1266850.35,1295776.0
2025-06,East,Confectionery,130274.6,125118.0
2025-06,East,Dairy,845126.0,779206.0
2025-06,East,MouthFreshener,1062174.95,1207144.0
2025-06,East,Snacks,342788.3,355557.0
2025-06,East,Spices,1373406.32,1456367.0
2025-06,North,Beverages,840278.8,963729.0
2025-06,North,Confectionery,82632.8,90452.0
2025-06,North,Dairy,411601.0,462431.0
2025-06,North,MouthFreshener,756561.65,863308.0
2025-06,North,Snacks,178515.72,166171.0
2025-06,North,Spices,837312.87,758453.0
2025-06,South,Beverages,1103730.85,1232363.0
2025-06,South,Confectionery,102271.6,117099.0
2025-06,South,Dairy,712875.0,672094.0
2025-06,South,MouthFreshener,1062141.85,1174190.0
2025-06,South,Snacks,291765.95,306694.0
2025-06,South,Spices,1201548.46,1252507.0
2025-06,West,Beverages,1027234.2,1015458.0
2025-06,West,Confectionery,111865.0,119224.0
2025-06,West,Dairy,783427.0,739185.0
2025-06,West,MouthFreshener,957313.85,943919.0
2025-06,West,Snacks,273843.83,254272.0
2025-06,West,Spices,1284203.37,1206110.0
2025-07,Central,Beverages,792689.7,888908.0
2025-07,Central,Confectionery,73429.0,68717.0
2025-07,Central,Dairy,462879.0,499766.0
2025-07,Central,MouthFreshener,712365.98,771388.0
2025-07,Central,Snacks,218163.4,207828.0
2025-07,Central,Spices,858729.72,985019.0
2025-07,East,Beverages,1037325.2,1119237.0
2025-07,East,Confectionery,96932.0,87337.0
2025-07,East,Dairy,625656.0,601857.0
2025-07,East,MouthFreshener,870191.92,861879.0
2025-07,East,Snacks,284729.6,280387.0
2025-07,East,Spices,913115.75,934676.0
2025-07,North,Beverages,704044.9,684057.0
2025-07,North,Confectionery,62608.0,56635.0
2025-07,North,Dairy,323379.5,316734.0
2025-07,North,MouthFreshener,604468.02,586355.0
2025-07,North,Snacks,150226.52,171355.0
2025-07,North,Spices,557997.23,526229.0
2025-07,South,Beverages,907879.7,954052.0
2025-07,South,Confectionery,78273.0,84534.0
2025-07,South,Dairy,551309.0,576569.0
2025-07,South,MouthFreshener,871035.18,902734.0
2025-07,South,Snacks,239658.08,256280.0
2025-07,South,Spices,794420.21,883490.0
2025-07,West,Beverages,854638.7,892510.0
2025-07,West,Confectionery,85042.0,85608.0
2025-07,West,Dairy,590859.0,639628.0
2025-07,West,MouthFreshener,778619.18,834041.0
2025-07,West,Snacks,235146.28,246742.0
2025-07,West,Spices,879136.8,970043.0
2025-08,Central,Beverages,772682.92,755761.0
2025-08,Central,Confectionery,112774.26,119598.0
2025-08,Central,Dairy,428399.2,438931.0
2025-08,Central,MouthFreshener,1054145.04,1099841.0
2025-08,Central,Snacks,228972.84,250627.0
2025-08,Central,Spices,1049445.8,1003888.0
2025-08,East,Beverages,991973.64,1107504.0
2025-08,East,Confectionery,152077.6,174078.0
2025-08,East,Dairy,610869.8,556945.0
2025-08,East,MouthFreshener,1325148.4,1427984.0
2025-08,East,Snacks,305528.52,336609.0
2025-08,East,Spices,1095879.14,1136656.0
2025-08,North,Beverages,657325.9,608426.0
2025-08,North,Confectionery,98776.64,112411.0
2025-08,North,Dairy,305682.4,335056.0
2025-08,North,MouthFreshener,915679.48,1020328.0
2025-08,North,Snacks,156641.12,163991.0
2025-08,North,Spices,678424.24,679147.0
2025-08,South,Beverages,870716.58,819539.0
2025-08,South,Confectionery,121185.72,122025.0
2025-08,South,Dairy,510532.0,501898.0
2025-08,South,MouthFreshener,1274994.72,1151624.0
2025-08,South,Snacks,257805.32,236399.0
2025-08,South,Spices,945624.3,983238.0
2025-08,West,Beverages,803504.82,851103.0
2025-08,West,Confectionery,130061.7,137691.0
2025-08,West,Dairy,561868.2,622422.0
2025-08,West,MouthFreshener,1169848.4,1163602.0
2025-08,West,Snacks,244002.68,264210.0
2025-08,West,Spices,1078568.32,1052113.0
2025-09,Central,Beverages,914433.5,1002008.0
2025-09,Central,Confectionery,85766.91,90831.0
2025-09,Central,Dairy,511685.76,527182.0
2025-09,Central,MouthFreshener,855717.0,893573.0
2025-09,Central,Snacks,306942.1,343696.0
2025-09,Central,Spices,1046656.48,1045838.0
2025-09,East,Beverages,1138666.5,1106276.0
2025-09,East,Confectionery,117891.32,108402.0
2025-09,East,Dairy,728395.19,808511.0
2025-09,East,MouthFreshener,1055604.0,1003879.0
2025-09,East,Snacks,406738.0,403557.0
2025-09,East,Spices,1123912.6,1243236.0
2025-09,North,Beverages,776901.0,822473.0
2025-09,North,Confectionery,74201.72,80939.0
2025-09,North,Dairy,351334.6,321032.0
2025-09,North,MouthFreshener,739454.0,726992.0
2025-09,North,Snacks,214399.5,233570.0
2025-09,North,Spices,678490.16,663444.0
2025-09,South,Beverages,981033.0,968256.0
2025-09,South,Confectionery,92452.08,92153.0
2025-09,South,Dairy,607598.07,625290.0
2025-09,South,MouthFreshener,1049749.0,1063457.0
2025-09,South,Snacks,344762.34,345241.0
2025-09,South,Spices,1000189.2,926504.0
2025-09,West,Beverages,912170.5,1029469.0
2025-09,West,Confectionery,101836.67,109536.0
2025-09,West,Dairy,648564.05,666791.0
2025-09,West,MouthFreshener,948378.0,1045699.0
2025-09,West,Snacks,329596.92,349581.0
2025-09,West,Spices,1040874.56,1008627.0
2025-10,Central,Beverages,576665.0,570164.0
2025-10,Central,Confectionery,113822.34,112305.0
2025-10,Central,Dairy,402544.0,454025.0
2025-10,Central,MouthFreshener,1012265.92,1032220.0
2025-10,Central,Snacks,266488.0,305868.0
2025-10,Central,Spices,1291383.0,1417757.0
2025-10,East,Beverages,725721.24,763277.0
2025-10,East,Confectionery,152382.19,174657.0
2025-10,East,Dairy,566424.0,518442.0
2025-10,East,MouthFreshener,1237898.56,1233441.0
2025-10,East,Snacks,352284.2,321760.0
2025-10,East,Spices,1359281.85,1311925.0
2025-10,North,Beverages,486750.68,450412.0
2025-10,North,Confectionery,98312.02,89051.0
2025-10,North,Dairy,274394.0,302151.0
2025-10,North,MouthFreshener,880966.96,944562.0
2025-10,North,Snacks,176293.57,192074.0
2025-10,North,Spices,868256.25,967252.0
2025-10,South,Beverages,625363.28,651324.0
2025-10,South,Confectionery,118094.49,118496.0
2025-10,South,Dairy,473735.0,538682.0
2025-10,South,MouthFreshener,1236455.24,1358947.0
2025-10,South,Snacks,290070.7,291878.0
2025-10,South,Spices,1224019.7,1291230.0
2025-10,West,Beverages,605153.72,592429.0
2025-10,West,Confectionery,131153.85,133518.0
2025-10,West,Dairy,516335.0,549650.0
2025-10,West,MouthFreshener,1107340.32,1019225.0
2025-10,West,Snacks,274541.23,252127.0
2025-10,West,Spices,1324341.75,1262475.0
2025-11,Central,Beverages,435998.25,497219.0
2025-11,Central,Confectionery,94116.11,97336.0
2025-11,Central,Dairy,411585.25,371061.0
2025-11,Central,MouthFreshener,822006.84,924904.0
2025-11,Central,Snacks,272518.35,283736.0
2025-11,Central,Spices,1440485.35,1650502.0
2025-11,East,Beverages,544814.45,511024.0
2025-11,East,Confectionery,127763.73,115718.0
2025-11,East,Dairy,569966.45,617406.0
2025-11,East,MouthFreshener,982416.12,887765.0
2025-11,East,Snacks,347998.03,381473.0
2025-11,East,Spices,1520675.97,1484413.0
2025-11,North,Beverages,380302.6,360366.0
2025-11,North,Confectionery,81504.19,82442.0
2025-11,North,Dairy,285248.75,290401.0
2025-11,North,MouthFreshener,688880.68,620742.0
2025-11,North,Snacks,182855.06,193869.0
2025-11,North,Spices,938545.73,849447.0
2025-11,South,Beverages,490529.7,484066.0
2025-11,South,Confectionery,98943.33,94913.0
2025-11,South,Dairy,492604.6,532586.0
2025-11,South,MouthFreshener,984358.32,922776.0
2025-11,South,Snacks,298602.44,296969.0
2025-11,South,Spices,1351518.38,1392830.0
2025-11,West,Beverages,469036.5,423915.0
2025-11,West,Confectionery,110484.27,104526.0
2025-11,West,Dairy,520135.15,494521.0
2025-11,West,MouthFreshener,899684.16,1033641.0
2025-11,West,Snacks,285542.88,313137.0
2025-11,West,Spices,1420295.56,1600086.0
2025-12,Central,Beverages,444530.85,506566.0
2025-12,Central,Confectionery,116740.8,114885.0
2025-12,Central,Dairy,539304.16,594357.0
2025-12,Central,MouthFreshener,924635.5,884328.0
2025-12,Central,Snacks,330455.4,312552.0
2025-12,Central,Spices,2059083.56,2265522.0
2025-12,East,Beverages,552836.0,556697.0
2025-12,East,Confectionery,157529.0,150250.0
2025-12,East,Dairy,754121.32,810730.0
2025-12,East,MouthFreshener,1135946.0,1301829.0
2025-12,East,Snacks,435012.9,404078.0
2025-12,East,Spices,2167365.96,2162511.0
2025-12,North,Beverages,376246.45,359115.0
2025-12,North,Confectionery,103109.7,110392.0
2025-12,North,Dairy,362952.12,353066.0
2025-12,North,MouthFreshener,796074.0,771915.0
2025-12,North,Snacks,228825.55,243912.0
2025-12,North,Spices,1329501.72,1235692.0
2025-12,South,Beverages,477541.8,491957.0
2025-12,South,Confectionery,123390.2,112045.0
2025-12,South,Dairy,640371.0,598321.0
2025-12,South,MouthFreshener,1136816.5,1137767.0
2025-12,South,Snacks,368059.15,416323.0
2025-12,South,Spices,1913889.36,1751292.0
2025-12,West,Beverages,454680.95,461480.0
2025-12,West,Confectionery,138925.6,150123.0
2025-12,West,Dairy,696502.56,750767.0
2025-12,West,MouthFreshener,1043984.0,1125244.0
2025-12,West,Snacks,351354.95,324543.0
2025-12,West,Spices,2137076.96,2089646.0
2026-01,Central,Beverages,157966.0,172692.0
2026-01,Central,Confectionery,39801.0,43826.0
2026-01,Central,Dairy,217825.0,197376.0
2026-01,Central,MouthFreshener,287407.0,271389.0
2026-01,Central,Snacks,130279.0,147350.0
2026-01,Central,Spices,874800.0,961261.0
2026-01,East,Beverages,197269.0,219706.0
2026-01,East,Confectionery,54694.0,55244.0
2026-01,East,Dairy,322136.0,345682.0
2026-01,East,MouthFreshener,356148.0,372822.0
2026-01,East,Snacks,169396.0,156873.0
2026-01,East,Spices,921444.0,840842.0
2026-01,North,Beverages,134949.0,124926.0
2026-01,North,Confectionery,35230.0,34019.0
2026-01,North,Dairy,146589.0,157507.0
2026-01,North,MouthFreshener,248937.0,244431.0
2026-01,North,Snacks,88608.0,92278.0
2026-01,North,Spices,537633.0,526967.0
2026-01,South,Beverages,179083.0,204582.0
2026-01,South,Confectionery,42048.0,41188.0
2026-01,South,Dairy,271561.0,299086.0
2026-01,South,MouthFreshener,359557.0,394685.0
2026-01,South,Snacks,139813.0,159793.0
2026-01,South,Spices,824698.0,915579.0
2026-01,West,Beverages,165695.0,177009.0
2026-01,West,Confectionery,47261.0,50673.0
2026-01,West,Dairy,305156.0,343720.0
2026-01,West,MouthFreshener,328357.0,358265.0
2026-01,West,Snacks,137139.0,150150.0
2026-01,West,Spices,918991.0,910775.0
