week_start,distributor_code,zone,state,sku,brand,category,units,unit_price,revenue,promo_flag,promo_id
2024-05-27,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,16,23.0,368.0,0,
2024-06-03,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,14,23.0,322.0,0,
2024-06-10,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,14,23.0,322.0,0,
2024-06-17,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,14,23.0,322.0,0,
2024-06-24,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,13,23.0,299.0,0,
2024-07-01,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,16,23.0,368.0,0,
2024-07-08,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,12,23.0,276.0,0,
2024-07-15,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,10,23.0,230.0,0,
2024-07-22,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,16,23.0,368.0,0,
2024-07-29,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,2,23.0,46.0,0,
2024-08-05,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,16,23.0,368.0,0,
2024-08-12,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,16,23.0,368.0,0,
2024-08-19,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,14,23.0,322.0,0,
2024-08-26,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,18,23.0,414.0,0,
2024-09-02,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,16,23.0,368.0,0,
2024-09-09,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,15,23.0,345.0,0,
2024-09-16,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,16,23.0,368.0,0,
2024-09-23,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,24,23.0,552.0,0,
2024-09-30,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,12,23.0,276.0,0,
2024-10-07,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,19,23.0,437.0,0,
2024-10-14,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,13,23.0,299.0,0,
2024-10-21,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,2,23.0,46.0,0,
2024-10-28,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,17,23.0,391.0,0,
2024-11-04,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,12,23.0,276.0,0,
2024-11-11,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,19,23.0,437.0,0,
2024-11-18,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,17,23.0,391.0,0,
2024-11-25,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,13,23.0,299.0,0,
2024-12-02,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,21,23.0,483.0,0,
2024-12-09,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,24,23.0,552.0,0,
2024-12-16,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,24,23.0,552.0,0,
2024-12-23,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,20,23.0,460.0,0,
2024-12-30,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,19,23.0,437.0,0,
2025-01-06,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,23,23.0,529.0,0,
2025-01-13,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,25,23.0,575.0,0,
2025-01-20,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,22,23.0,506.0,0,
2025-01-27,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,15,23.0,345.0,0,
2025-02-03,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,18,23.0,414.0,0,
2025-02-10,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,19,23.0,437.0,0,
2025-02-17,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,13,23.0,299.0,0,
2025-02-24,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,19,23.0,437.0,0,
2025-03-03,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,26,23.0,598.0,0,
2025-03-10,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,19,23.0,437.0,0,
2025-03-17,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,22,23.0,506.0,0,
2025-03-24,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,17,23.0,391.0,0,
2025-03-31,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,16,23.0,368.0,0,
2025-04-07,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,17,23.0,391.0,0,
2025-04-14,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,14,23.0,322.0,0,
2025-04-21,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,13,23.0,299.0,0,
2025-04-28,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,20,23.0,460.0,0,
2025-05-05,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,20,23.0,460.0,0,
2025-05-12,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,13,23.0,299.0,0,
2025-05-19,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,19,23.0,437.0,0,
2025-05-26,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,19,21.85,415.15,1,PROMO-0010
2025-06-02,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,21,21.85,458.85,1,PROMO-0010
2025-06-09,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,21,21.85,458.85,1,PROMO-0010
2025-06-16,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,19,23.0,437.0,0,
2025-06-23,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,17,23.0,391.0,0,
2025-06-30,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,21,23.0,483.0,0,
2025-07-07,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,18,23.0,414.0,0,
2025-07-14,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,19,23.0,437.0,0,
2025-07-21,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,15,23.0,345.0,0,
2025-07-28,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,26,23.0,598.0,0,
2025-08-04,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,19,23.0,437.0,0,
2025-08-11,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,21,23.0,483.0,0,
2025-08-18,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,14,23.0,322.0,0,
2025-08-25,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,16,23.0,368.0,0,
2025-09-01,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,24,23.0,552.0,0,
2025-09-08,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,21,23.0,483.0,0,
2025-09-15,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,14,23.0,322.0,0,
2025-09-22,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,24,23.0,552.0,0,
2025-09-29,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,19,23.0,437.0,0,
2025-10-06,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,27,23.0,621.0,0,
2025-10-13,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,21,23.0,483.0,0,
2025-10-20,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,22,23.0,506.0,0,
2025-10-27,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,27,23.0,621.0,0,
2025-11-03,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,18,23.0,414.0,0,
2025-11-10,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,18,23.0,414.0,0,
2025-11-17,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,21,23.0,483.0,0,
2025-11-24,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,26,23.0,598.0,0,
2025-12-01,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,17,23.0,391.0,0,
2025-12-08,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,16,23.0,368.0,0,
2025-12-15,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,26,23.0,598.0,0,
2025-12-22,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,20,23.0,460.0,0,
2025-12-29,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,21,23.0,483.0,0,
2026-01-05,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,16,23.0,368.0,0,
2026-01-12,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-104,CrispKing,Snacks,19,23.0,437.0,0,
2023-10-02,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,3,12.0,36.0,0,
2023-10-09,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,18,12.0,216.0,0,
2023-10-16,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,29,12.0,348.0,0,
2023-10-23,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,24,12.0,288.0,0,
2023-10-30,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,16,12.0,192.0,0,
2023-11-06,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,21,12.0,252.0,0,
2023-11-13,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,10,12.0,120.0,0,
2023-11-20,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,9,12.0,108.0,0,
2023-11-27,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,15,12.0,180.0,0,
2023-12-04,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,15,12.0,180.0,0,
2023-12-11,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,15,12.0,180.0,0,
2023-12-18,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,12,12.0,144.0,0,
2023-12-25,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,19,12.0,228.0,0,
2024-01-01,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,15,12.0,180.0,0,
2024-01-08,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,14,12.0,168.0,0,
2024-01-15,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,12,12.0,144.0,0,
2024-01-22,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,10,12.0,120.0,0,
2024-01-29,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,14,12.0,168.0,0,
2024-02-05,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,3,12.0,36.0,0,
2024-02-12,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,11,12.0,132.0,0,
2024-02-19,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,15,12.0,180.0,0,
2024-02-26,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,15,12.0,180.0,0,
2024-03-04,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,24,12.0,288.0,0,
2024-03-11,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,25,12.0,300.0,0,
2024-03-18,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,19,12.0,228.0,0,
2024-03-25,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,10,12.0,120.0,0,
2024-04-01,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,13,12.0,156.0,0,
2024-04-08,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,16,12.0,192.0,0,
2024-04-15,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,13,12.0,156.0,0,
2024-04-22,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,12,12.0,144.0,0,
2024-04-29,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,10,12.0,120.0,0,
2024-05-06,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,19,12.0,228.0,0,
2024-05-13,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,16,12.0,192.0,0,
2024-05-20,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,15,12.0,180.0,0,
2024-05-27,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,16,12.0,192.0,0,
2024-06-03,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,15,12.0,180.0,0,
2024-06-10,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,1,12.0,12.0,0,
2024-06-17,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,12,12.0,144.0,0,
2024-06-24,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,12,12.0,144.0,0,
2024-07-01,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,20,12.0,240.0,0,
2024-07-08,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,14,12.0,168.0,0,
2024-07-15,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,11,12.0,132.0,0,
2024-07-22,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,13,12.0,156.0,0,
2024-07-29,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,10,12.0,120.0,0,
2024-08-05,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,25,12.0,300.0,0,
2024-08-12,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,17,12.0,204.0,0,
2024-08-19,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,20,12.0,240.0,0,
2024-08-26,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,23,12.0,276.0,0,
2024-09-02,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,12,12.0,144.0,0,
2024-09-09,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,12,12.0,144.0,0,
2024-09-16,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,11,12.0,132.0,0,
2024-09-23,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,11,12.0,132.0,0,
2024-09-30,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,10,12.0,120.0,0,
2024-10-07,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,17,12.0,204.0,0,
2024-10-14,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,24,12.0,288.0,0,
2024-10-21,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,18,12.0,216.0,0,
2024-10-28,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,16,12.0,192.0,0,
2024-11-04,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,17,12.0,204.0,0,
2024-11-11,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,23,12.0,276.0,0,
2024-11-18,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,14,12.0,168.0,0,
2024-11-25,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,13,12.0,156.0,0,
2024-12-02,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,12,12.0,144.0,0,
2024-12-09,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,14,12.0,168.0,0,
2024-12-16,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,11,12.0,132.0,0,
2024-12-23,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,19,12.0,228.0,0,
2024-12-30,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,24,12.0,288.0,0,
2025-01-06,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,15,12.0,180.0,0,
2025-01-13,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,11,12.0,132.0,0,
2025-01-20,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,11,12.0,132.0,0,
2025-01-27,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,14,12.0,168.0,0,
2025-02-03,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,19,12.0,228.0,0,
2025-02-10,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,10,12.0,120.0,0,
2025-02-17,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,15,12.0,180.0,0,
2025-02-24,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,11,12.0,132.0,0,
2025-03-03,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,19,12.0,228.0,0,
2025-03-10,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,20,12.0,240.0,0,
2025-03-17,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,19,12.0,228.0,0,
2025-03-24,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,13,12.0,156.0,0,
2025-03-31,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,14,12.0,168.0,0,
2025-04-07,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,13,12.0,156.0,0,
2025-04-14,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,11,12.0,132.0,0,
2025-04-21,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,16,12.0,192.0,0,
2025-04-28,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,16,12.0,192.0,0,
2025-05-05,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,16,12.0,192.0,0,
2025-05-12,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,10,12.0,120.0,0,
2025-05-19,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,14,12.0,168.0,0,
2025-05-26,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,15,12.0,180.0,0,
2025-06-02,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,11,12.0,132.0,0,
2025-06-09,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,13,12.0,156.0,0,
2025-06-16,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,13,12.0,156.0,0,
2025-06-23,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,18,12.0,216.0,0,
2025-06-30,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,18,12.0,216.0,0,
2025-07-07,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,9,12.0,108.0,0,
2025-07-14,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,19,12.0,228.0,0,
2025-07-21,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,10,12.0,120.0,0,
2025-07-28,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,14,12.0,168.0,0,
2025-08-04,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,22,12.0,264.0,0,
2025-08-11,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,16,12.0,192.0,0,
2025-08-18,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,20,12.0,240.0,0,
2025-08-25,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,18,12.0,216.0,0,
2025-09-01,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,13,12.0,156.0,0,
2025-09-08,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,12,12.0,144.0,0,
2025-09-15,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,14,12.0,168.0,0,
2025-09-22,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,12,12.0,144.0,0,
2025-09-29,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,11,12.0,132.0,0,
2025-10-06,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,23,12.0,276.0,0,
2025-10-13,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,24,11.04,264.96,1,PROMO-0038
2025-10-20,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,24,11.04,264.96,1,PROMO-0038
2025-10-27,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,17,12.0,204.0,0,
2025-11-03,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,16,12.0,192.0,0,
2025-11-10,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,17,12.0,204.0,0,
2025-11-17,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,11,12.0,132.0,0,
2025-11-24,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,14,12.0,168.0,0,
2025-12-01,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,15,12.0,180.0,0,
2025-12-08,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,12,12.0,144.0,0,
2025-12-15,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,16,12.0,192.0,0,
2025-12-22,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,4,12.0,48.0,0,
2025-12-29,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,21,12.0,252.0,0,
2026-01-05,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,11,12.0,132.0,0,
2026-01-12,DIST-0001,Central,Chhattisgarh,FMCG-CONF-001,FruitPop,Confectionery,18,12.0,216.0,0,
2023-10-02,DIST-0001,Central,Chhattisgarh,FMCG-CONF-008,FrostMint,Confectionery,12,15.0,180.0,0,
2023-10-09,DIST-0001,Central,Chhattisgarh,FMCG-CONF-008,FrostMint,Confectionery,13,15.0,195.0,0,
2023-10-16,DIST-0001,Central,Chhattisgarh,FMCG-CONF-008,FrostMint,Confectionery,12,15.0,180.0,0,
2023-10-23,DIST-0001,Central,Chhattisgarh,FMCG-CONF-008,FrostMint,Confectionery,20,15.0,300.0,0,
2023-10-30,DIST-0001,Central,Chhattisgarh,FMCG-CONF-008,FrostMint,Confectionery,13,15.0,195.0,0,
2023-11-06,DIST-0001,Central,Chhattisgarh,FMCG-CONF-008,FrostMint,Confectionery,18,15.0,270.0,0,
2023-11-13,DIST-0001,Central,Chhattisgarh,FMCG-CONF-008,FrostMint,Confectionery,8,15.0,120.0,0,
2023-11-20,DIST-0001,Central,Chhattisgarh,FMCG-CONF-008,FrostMint,Confectionery,9,15.0,135.0,0,
2023-12-04,DIST-0001,Central,Chhattisgarh,FMCG-CONF-008,FrostMint,Confectionery,8,15.0,120.0,0,
2023-12-11,DIST-0001,Central,Chhattisgarh,FMCG-CONF-008,FrostMint,Confectionery,9,15.0,135.0,0,
2023-12-18,DIST-0001,Central,Chhattisgarh,FMCG-CONF-008,FrostMint,Confectionery,12,15.0,180.0,0,
2023-12-25,DIST-0001,Central,Chhattisgarh,FMCG-CONF-008,FrostMint,Confectionery,14,15.0,210.0,0,
2024-01-01,DIST-0001,Central,Chhattisgarh,FMCG-CONF-008,FrostMint,Confectionery,12,15.0,180.0,0,
2024-01-08,DIST-0001,Central,Chhattisgarh,FMCG-CONF-008,FrostMint,Confectionery,13,13.2,171.6,1,PROMO-0148
2024-01-15,DIST-0001,Central,Chhattisgarh,FMCG-CONF-008,FrostMint,Confectionery,15,13.2,198.0,1,PROMO-0148
2024-01-22,DIST-0001,Central,Chhattisgarh,FMCG-CONF-008,FrostMint,Confectionery,11,13.2,145.2,1,PROMO-0148
2024-01-29,DIST-0001,Central,Chhattisgarh,FMCG-CONF-008,FrostMint,Confectionery,14,15.0,210.0,0,
2024-02-05,DIST-0001,Central,Chhattisgarh,FMCG-CONF-008,FrostMint,Confectionery,9,15.0,135.0,0,
