emp_id,manager_support,growth_opportunity,work_life_balance,recognition,pay_fairness,survey_month
EMP-00435,2.4,2.3,2.0,3.2,1.4,2025-06
EMP-00436,1.7,1.0,1.0,1.7,1.1,2025-06
EMP-00437,3.6,4.3,4.8,4.8,5.0,2025-06
EMP-00438,2.5,3.4,2.8,2.0,3.7,2025-06
EMP-00439,4.5,4.3,5.0,3.6,4.0,2025-06
EMP-00440,3.2,2.8,3.4,3.7,3.2,2025-06
EMP-00441,4.1,3.3,3.2,3.8,4.0,2025-06
EMP-00442,4.0,3.0,3.5,3.2,2.6,2025-06
EMP-00443,4.5,3.6,3.2,4.3,3.2,2025-06
EMP-00444,3.0,3.8,3.6,3.7,3.8,2025-06
EMP-00445,4.0,3.5,3.6,3.9,3.3,2025-06
EMP-00446,4.0,4.7,5.0,5.0,4.9,2025-06
EMP-00447,1.0,2.0,2.3,2.8,1.3,2025-06
EMP-00448,2.8,4.2,3.4,3.3,3.8,2025-06
EMP-00449,3.6,3.5,4.7,4.4,4.0,2025-06
EMP-00450,3.0,2.5,3.0,2.8,4.3,2025-06
EMP-00451,3.3,2.6,3.8,3.1,3.8,2025-06
EMP-00452,2.9,4.0,3.7,3.2,2.3,2025-06
EMP-00453,5.0,5.0,5.0,4.7,4.3,2025-06
EMP-00454,3.6,3.9,3.6,3.2,3.5,2025-06
EMP-00455,4.4,5.0,5.0,4.3,4.5,2025-06
EMP-00456,4.4,4.3,3.7,3.9,4.0,2025-06
EMP-00457,2.6,3.0,2.8,2.1,2.9,2025-06
EMP-00458,4.1,4.4,3.6,3.8,4.4,2025-06
EMP-00459,3.2,4.0,3.7,3.5,4.1,2025-06
EMP-00460,5.0,5.0,4.3,5.0,4.4,2025-06
EMP-00461,2.7,1.9,1.9,1.6,1.2,2025-06
EMP-00462,1.4,1.6,1.2,2.0,2.4,2025-06
EMP-00463,3.5,3.3,3.1,4.0,3.3,2025-06
EMP-00464,5.0,4.8,3.8,4.2,4.2,2025-06
EMP-00465,2.9,3.9,3.3,4.0,3.6,2025-06
EMP-00466,3.6,4.2,4.1,4.2,4.2,2025-06
EMP-00467,3.5,4.2,3.4,2.3,3.5,2025-06
EMP-00468,1.4,1.3,2.4,1.5,1.4,2025-06
EMP-00469,3.1,4.2,4.9,5.0,3.8,2025-06
EMP-00470,4.5,4.3,5.0,5.0,5.0,2025-06
EMP-00471,3.9,3.3,3.0,3.2,3.5,2025-06
EMP-00472,1.2,1.7,2.0,2.4,2.1,2025-06
EMP-00473,2.8,3.1,2.3,3.5,2.4,2025-06
EMP-00474,3.4,3.9,4.0,4.8,4.2,2025-06
EMP-00475,4.3,4.2,5.0,4.8,5.0,2025-06
EMP-00476,2.2,1.0,1.7,1.2,1.5,2025-06
EMP-00477,3.2,3.6,3.1,3.4,3.1,2025-06
EMP-00478,1.8,3.1,2.2,2.3,2.6,2025-06
EMP-00479,4.4,4.3,4.5,3.5,4.0,2025-06
EMP-00480,4.7,4.5,4.1,4.0,3.9,2025-06
EMP-00481,3.3,3.1,2.7,2.9,2.6,2025-06
EMP-00482,3.4,3.8,3.2,4.0,4.2,2025-06
EMP-00483,4.2,4.3,4.4,5.0,4.5,2025-06
EMP-00484,2.9,3.8,3.2,2.7,3.6,2025-06
EMP-00485,2.2,3.2,1.4,2.4,2.1,2025-06
EMP-00486,5.0,4.4,4.5,4.0,5.0,2025-06
EMP-00487,4.1,3.9,3.8,4.7,4.1,2025-06
EMP-00488,3.9,3.9,3.5,4.6,4.7,2025-06
EMP-00489,2.5,2.6,2.5,2.3,2.9,2025-06
EMP-00490,4.7,4.0,4.5,3.9,3.6,2025-06
EMP-00491,5.0,4.9,5.0,5.0,5.0,2025-06
EMP-00492,2.2,2.8,4.1,3.1,3.1,2025-06
EMP-00493,2.4,3.9,3.6,4.4,3.2,2025-06
EMP-00494,2.2,3.3,2.9,1.7,3.0,2025-06
EMP-00495,3.4,2.6,2.0,3.4,2.1,2025-06
EMP-00496,3.1,3.4,2.5,3.7,1.3,2025-06
EMP-00497,4.0,3.4,3.3,3.7,3.4,2025-06
EMP-00498,3.0,2.7,3.5,2.7,3.3,2025-06
EMP-00499,4.6,4.1,3.9,3.2,4.2,2025-06
EMP-00500,2.2,2.0,3.5,2.5,2.7,2025-06
EMP-00501,3.0,3.6,2.6,3.6,1.8,2025-06
EMP-00502,1.6,2.7,2.1,1.6,1.9,2025-06
EMP-00503,3.4,3.4,3.8,3.4,2.8,2025-06
EMP-00504,1.4,1.6,1.8,2.0,1.0,2025-06
EMP-00505,4.4,3.0,2.9,4.4,3.4,2025-06
EMP-00506,3.9,3.7,3.3,4.2,3.4,2025-06
EMP-00507,3.6,3.5,3.3,3.5,4.2,2025-06
EMP-00508,2.2,2.1,2.2,1.2,2.2,2025-06
EMP-00509,3.6,4.0,3.0,4.1,3.7,2025-06
EMP-00510,1.6,3.0,2.9,3.2,3.7,2025-06
EMP-00511,3.1,3.8,3.7,4.3,3.5,2025-06
EMP-00512,2.1,2.0,1.8,1.4,1.7,2025-06
EMP-00513,2.6,2.4,2.7,1.7,1.9,2025-06
EMP-00514,2.8,2.9,2.9,3.0,2.9,2025-06
EMP-00515,5.0,3.9,4.9,4.4,4.3,2025-06
EMP-00516,3.6,3.5,3.9,3.7,3.1,2025-06
EMP-00517,2.8,3.3,3.9,3.0,3.9,2025-06
EMP-00518,3.0,2.6,1.7,1.8,2.7,2025-06
EMP-00519,2.0,1.4,1.0,2.8,2.9,2025-06
EMP-00520,4.2,4.0,4.4,3.8,3.2,2025-06
EMP-00521,2.8,4.2,3.7,3.5,4.4,2025-06
EMP-00522,3.3,3.3,2.6,4.1,2.7,2025-06
EMP-00523,5.0,4.4,4.8,3.8,5.0,2025-06
EMP-00524,3.1,2.4,2.5,2.6,3.2,2025-06
EMP-00525,3.5,2.8,3.8,3.7,3.0,2025-06
EMP-00526,2.1,1.7,2.2,2.6,2.6,2025-06
EMP-00527,3.7,3.5,3.3,3.3,4.5,2025-06
EMP-00528,3.8,5.0,5.0,5.0,4.4,2025-06
EMP-00529,2.3,2.8,1.8,2.1,3.4,2025-06
EMP-00530,4.3,4.9,2.8,4.7,3.2,2025-06
EMP-00531,5.0,4.8,4.8,5.0,4.6,2025-06
EMP-00532,2.8,2.3,2.6,2.2,1.2,2025-06
EMP-00533,3.5,4.8,2.7,3.9,4.4,2025-06
EMP-00534,4.0,4.6,5.0,5.0,3.9,2025-06
EMP-00535,4.1,2.7,2.6,2.9,2.4,2025-06
EMP-00536,4.5,4.2,4.0,4.4,4.3,2025-06
EMP-00537,2.4,1.0,2.3,1.5,2.4,2025-06
EMP-00538,3.3,3.8,4.1,3.4,3.7,2025-06
EMP-00539,4.0,3.6,4.0,3.6,4.0,2025-06
EMP-00540,1.8,2.5,1.9,1.9,3.3,2025-06
EMP-00541,2.5,3.1,2.6,3.0,1.9,2025-06
EMP-00542,5.0,3.7,4.2,3.9,3.3,2025-06
EMP-00543,3.6,2.9,2.7,4.5,3.8,2025-06
EMP-00544,3.9,4.9,3.7,4.1,4.5,2025-06
EMP-00545,3.5,3.2,4.2,4.0,4.6,2025-06
EMP-00546,3.3,3.5,4.6,3.4,2.7,2025-06
EMP-00547,3.3,3.5,4.1,2.4,2.1,2025-06
EMP-00548,2.8,3.2,2.1,4.7,2.8,2025-06
EMP-00549,4.3,3.9,4.9,4.2,4.5,2025-06
EMP-00550,2.6,4.0,3.5,3.4,4.6,2025-06
EMP-00551,2.0,3.8,4.1,3.2,3.6,2025-06
EMP-00552,5.0,3.8,3.9,5.0,4.8,2025-06
EMP-00553,3.8,3.9,3.3,3.5,4.8,2025-06
EMP-00554,4.6,4.5,3.7,3.7,3.3,2025-06
EMP-00555,3.0,4.1,3.3,4.1,2.3,2025-06
EMP-00556,2.6,3.7,3.7,4.0,2.9,2025-06
EMP-00557,1.2,1.8,2.4,2.1,1.0,2025-06
EMP-00558,5.0,3.9,4.3,3.4,2.4,2025-06
EMP-00559,4.1,5.0,4.3,4.0,4.1,2025-06
EMP-00560,4.7,4.4,4.6,3.4,3.0,2025-06
EMP-00561,3.7,4.2,2.8,3.2,3.9,2025-06
EMP-00562,3.0,2.1,2.5,2.8,3.1,2025-06
EMP-00563,3.4,2.8,5.0,3.5,4.7,2025-06
EMP-00564,2.7,2.9,3.4,3.3,2.5,2025-06
EMP-00565,4.9,3.5,4.2,4.4,4.8,2025-06
EMP-00566,3.4,3.4,2.8,3.1,3.4,2025-06
EMP-00567,3.1,2.1,3.4,3.4,2.7,2025-06
EMP-00568,3.3,2.7,3.1,2.3,2.6,2025-06
EMP-00569,4.7,4.5,5.0,5.0,5.0,2025-06
EMP-00570,4.5,2.2,2.7,2.8,3.0,2025-06
EMP-00571,3.0,3.6,2.5,2.2,3.8,2025-06
EMP-00572,2.7,1.2,1.0,2.1,1.0,2025-06
EMP-00573,2.0,3.7,2.1,2.2,3.6,2025-06
EMP-00574,3.9,4.7,3.9,4.0,4.7,2025-06
EMP-00575,4.5,3.9,3.3,3.1,3.3,2025-06
EMP-00576,2.9,1.5,3.0,2.6,2.6,2025-06
EMP-00577,3.2,2.7,3.3,2.8,2.2,2025-06
EMP-00578,4.4,5.0,4.3,4.8,4.7,2025-06
EMP-00579,4.8,5.0,4.6,4.7,4.1,2025-06
EMP-00580,3.9,4.3,4.1,4.4,3.3,2025-06
EMP-00581,4.7,4.4,4.7,5.0,4.0,2025-06
EMP-00582,4.9,5.0,4.9,4.4,5.0,2025-06
EMP-00583,4.7,5.0,5.0,3.5,3.9,2025-06
EMP-00584,3.5,3.3,3.7,3.8,3.9,2025-06
EMP-00585,2.0,3.3,2.1,2.2,3.1,2025-06
EMP-00586,3.7,5.0,5.0,4.7,5.0,2025-06
EMP-00587,2.2,2.8,3.3,2.2,2.7,2025-06
EMP-00588,3.8,1.5,3.2,1.7,3.5,2025-06
EMP-00589,2.8,1.9,2.6,2.3,1.6,2025-06
EMP-00590,2.8,2.9,3.3,3.1,4.1,2025-06
EMP-00591,1.9,1.6,1.0,1.9,3.4,2025-06
EMP-00592,2.0,3.0,1.9,1.8,1.9,2025-06
EMP-00593,3.0,4.0,1.9,1.3,2.8,2025-06
EMP-00594,2.8,2.5,3.0,1.5,1.7,2025-06
EMP-00595,4.5,4.7,4.2,5.0,4.4,2025-06
EMP-00596,3.5,2.5,3.3,2.9,3.5,2025-06
EMP-00597,4.8,3.6,3.5,4.2,2.5,2025-06
EMP-00598,4.1,3.5,3.0,3.4,4.2,2025-06
EMP-00599,3.3,2.8,3.6,3.7,3.9,2025-06
EMP-00600,4.3,4.6,4.6,4.4,3.8,2025-06
EMP-00601,3.5,3.5,4.4,2.9,3.5,2025-06
EMP-00602,2.4,2.0,2.0,2.4,3.6,2025-06
EMP-00603,2.3,2.4,2.7,1.0,1.3,2025-06
EMP-00604,4.7,4.6,3.8,4.4,4.3,2025-06
EMP-00605,2.6,2.5,2.8,1.5,2.5,2025-06
EMP-00606,4.0,3.6,2.1,3.5,5.0,2025-06
EMP-00607,3.0,3.0,3.7,3.5,3.4,2025-06
EMP-00608,1.8,1.7,2.2,2.3,1.9,2025-06
EMP-00609,2.8,4.2,3.5,3.3,3.7,2025-06
EMP-00610,3.5,3.2,3.5,2.7,3.7,2025-06
EMP-00611,4.2,4.8,3.2,2.9,4.6,2025-06
EMP-00612,3.1,4.1,2.7,2.9,4.4,2025-06
EMP-00613,2.8,3.0,2.0,1.2,2.4,2025-06
EMP-00614,4.3,5.0,3.9,4.2,3.8,2025-06
EMP-00615,3.5,3.6,3.6,3.1,2.4,2025-06
EMP-00616,1.4,2.1,3.1,1.8,1.9,2025-06
EMP-00617,3.7,3.4,4.1,4.8,2.0,2025-06
EMP-00618,3.8,3.9,3.9,4.1,5.0,2025-06
EMP-00619,3.4,3.8,5.0,4.4,3.5,2025-06
EMP-00620,3.0,2.7,3.6,3.7,2.9,2025-06
EMP-00621,1.0,1.0,2.1,1.6,3.4,2025-06
EMP-00622,4.5,4.8,3.9,3.5,4.3,2025-06
EMP-00623,1.6,2.1,1.8,1.7,1.5,2025-06
EMP-00624,3.3,5.0,3.2,4.2,4.1,2025-06
EMP-00625,4.7,5.0,5.0,4.6,5.0,2025-06
EMP-00626,3.5,3.9,3.0,3.6,3.1,2025-06
EMP-00627,3.8,2.6,3.3,3.7,4.4,2025-06
EMP-00628,2.7,4.2,3.3,3.1,3.8,2025-06
EMP-00629,4.0,3.0,3.4,3.5,3.7,2025-06
EMP-00630,5.0,5.0,5.0,4.7,4.6,2025-06
EMP-00631,2.2,2.6,2.6,2.8,2.5,2025-06
EMP-00632,3.5,2.4,2.5,2.1,3.1,2025-06
EMP-00633,3.4,2.2,3.5,2.7,3.7,2025-06
EMP-00634,5.0,4.5,4.1,4.0,4.7,2025-06
EMP-00635,3.3,2.3,3.3,4.2,2.4,2025-06
EMP-00636,3.2,3.4,3.9,3.5,4.3,2025-06
EMP-00637,4.2,5.0,4.0,3.7,4.6,2025-06
EMP-00638,4.5,3.9,4.2,4.5,4.6,2025-06
EMP-00639,3.8,3.9,4.4,4.4,3.7,2025-06
EMP-00640,4.5,5.0,3.1,5.0,4.7,2025-06
EMP-00641,4.1,3.9,4.5,4.1,4.2,2025-06
EMP-00642,3.2,4.2,3.7,3.7,2.6,2025-06
EMP-00643,3.5,4.1,2.7,2.9,4.6,2025-06
EMP-00644,3.1,1.9,2.6,3.2,4.1,2025-06
EMP-00645,4.9,5.0,5.0,4.1,4.9,2025-06
EMP-00646,3.4,3.3,3.3,2.7,2.8,2025-06
EMP-00647,5.0,4.8,4.0,4.2,4.0,2025-06
EMP-00648,2.2,1.9,2.3,1.5,2.1,2025-06
EMP-00649,4.3,4.2,3.7,4.8,4.2,2025-06
EMP-00650,2.8,2.9,2.5,3.1,2.6,2025-06
EMP-00651,3.6,4.2,3.7,2.9,3.5,2025-06
EMP-00652,3.5,3.4,4.6,4.4,4.2,2025-06
EMP-00653,4.1,3.9,5.0,5.0,5.0,2025-06
EMP-00654,4.4,5.0,4.8,3.3,4.6,2025-06
EMP-00655,3.8,3.3,2.9,3.7,3.8,2025-06
EMP-00656,3.2,1.8,3.2,2.0,3.4,2025-06
EMP-00657,2.4,3.2,2.1,2.7,3.1,2025-06
EMP-00658,3.5,2.1,4.6,2.9,3.9,2025-06
EMP-00659,3.5,3.0,3.1,4.0,3.4,2025-06
EMP-00660,3.7,2.6,3.1,3.4,3.6,2025-06
EMP-00661,3.3,3.6,2.9,3.6,2.1,2025-06
EMP-00662,4.5,4.4,4.8,4.1,4.0,2025-06
EMP-00663,2.0,2.1,2.2,2.0,2.9,2025-06
EMP-00664,3.7,3.1,2.1,1.5,4.0,2025-06
EMP-00665,2.2,2.9,2.7,4.0,1.6,2025-06
EMP-00666,2.9,3.6,3.8,4.4,3.5,2025-06
EMP-00667,4.4,5.0,4.5,5.0,3.6,2025-06
EMP-00668,3.1,2.9,2.2,4.0,4.1,2025-06
EMP-00669,2.6,4.0,3.4,3.1,3.5,2025-06
EMP-00670,3.7,3.6,3.3,4.0,5.0,2025-06
EMP-00671,3.4,2.9,1.9,3.3,2.7,2025-06
EMP-00672,4.9,2.8,3.4,3.9,3.4,2025-06
EMP-00673,3.3,4.6,4.6,2.9,3.8,2025-06
EMP-00674,2.9,1.8,2.4,1.7,2.9,2025-06
EMP-00675,3.1,3.8,2.8,2.2,3.5,2025-06
EMP-00676,4.4,4.0,4.1,3.4,4.3,2025-06
EMP-00677,4.2,4.7,5.0,4.4,4.5,2025-06
EMP-00678,5.0,4.8,3.7,4.3,5.0,2025-06
EMP-00679,5.0,4.4,5.0,5.0,5.0,2025-06
EMP-00680,4.7,4.8,3.9,3.0,4.3,2025-06
EMP-00681,3.9,2.8,3.5,2.5,2.5,2025-06
EMP-00682,3.4,3.9,2.9,2.8,3.6,2025-06
EMP-00683,3.7,3.0,2.1,3.8,2.1,2025-06
EMP-00684,2.7,2.1,2.9,3.1,3.4,2025-06
EMP-00685,2.4,4.9,3.0,3.9,2.7,2025-06
EMP-00686,4.0,3.4,4.5,3.2,4.2,2025-06
EMP-00687,2.2,2.6,1.4,2.3,2.3,2025-06
EMP-00688,5.0,2.6,4.4,3.9,5.0,2025-06
EMP-00689,2.2,1.7,2.1,1.3,1.7,2025-06
EMP-00690,2.6,3.6,3.5,3.4,4.0,2025-06
EMP-00691,5.0,4.5,4.1,4.0,4.7,2025-06
EMP-00692,4.1,3.8,2.8,3.8,4.6,2025-06
EMP-00693,2.3,3.0,2.2,2.9,2.9,2025-06
EMP-00694,4.3,5.0,4.5,4.3,4.7,2025-06
EMP-00695,1.7,2.2,2.2,2.7,2.2,2025-06
EMP-00696,2.1,1.5,1.6,1.3,1.0,2025-06
EMP-00697,3.5,4.7,3.3,3.6,3.9,2025-06
EMP-00698,1.3,1.0,1.0,1.0,1.8,2025-06
EMP-00699,2.3,2.6,1.8,2.3,2.9,2025-06
EMP-00700,3.8,3.3,3.0,4.5,3.6,2025-06
EMP-00701,3.3,3.2,3.0,3.3,3.1,2025-06
EMP-00702,2.9,3.9,3.5,3.7,4.7,2025-06
EMP-00703,1.8,1.8,2.4,1.7,2.7,2025-06
EMP-00704,4.5,4.2,4.2,4.3,4.2,2025-06
EMP-00705,1.5,1.9,1.8,2.5,2.1,2025-06
EMP-00706,4.9,4.2,5.0,5.0,5.0,2025-06
EMP-00707,2.7,2.8,2.1,2.7,3.1,2025-06
EMP-00708,5.0,4.4,5.0,4.2,4.5,2025-06
EMP-00709,2.7,1.2,2.8,2.9,2.3,2025-06
EMP-00710,5.0,5.0,4.9,5.0,4.7,2025-06
EMP-00711,2.8,3.2,2.0,2.5,2.2,2025-06
EMP-00712,2.1,1.0,1.8,1.4,2.3,2025-06
EMP-00713,2.9,4.1,3.7,2.6,4.4,2025-06
EMP-00714,5.0,4.7,3.7,4.9,4.3,2025-06
EMP-00715,4.2,3.4,4.5,4.6,3.6,2025-06
EMP-00716,3.8,4.3,5.0,4.2,3.6,2025-06
EMP-00717,2.8,3.7,4.1,5.0,5.0,2025-06
EMP-00718,2.8,3.3,3.5,2.8,3.3,2025-06
EMP-00719,5.0,3.5,4.4,4.0,3.7,2025-06
EMP-00720,3.0,4.8,3.7,2.8,3.6,2025-06
EMP-00721,2.2,3.5,2.4,1.8,3.6,2025-06
EMP-00722,3.4,2.9,3.4,3.3,3.6,2025-06
EMP-00723,4.0,4.3,2.7,3.5,3.8,2025-06
EMP-00724,3.6,5.0,5.0,5.0,4.6,2025-06
EMP-00725,2.5,2.8,2.5,2.9,2.7,2025-06
EMP-00726,2.3,3.3,4.0,3.3,1.3,2025-06
EMP-00727,3.1,3.4,3.1,2.3,2.6,2025-06
EMP-00728,4.9,4.5,5.0,5.0,4.7,2025-06
EMP-00729,2.6,3.3,2.0,2.8,3.1,2025-06
EMP-00730,4.5,4.3,5.0,4.0,4.7,2025-06
EMP-00731,3.0,3.0,2.4,3.3,2.6,2025-06
EMP-00732,4.6,3.8,3.6,3.8,4.5,2025-06
EMP-00733,4.2,3.0,3.2,4.3,2.2,2025-06
EMP-00734,4.8,4.9,3.8,4.5,4.5,2025-06
EMP-00735,5.0,4.2,4.4,4.2,3.7,2025-06
EMP-00736,2.9,3.6,3.4,3.0,2.7,2025-06
EMP-00737,3.1,3.1,2.1,2.7,2.7,2025-06
EMP-00738,5.0,5.0,5.0,5.0,4.9,2025-06
EMP-00739,1.7,2.5,4.1,2.3,3.1,2025-06
EMP-00740,1.1,1.0,1.0,1.8,1.7,2025-06
EMP-00741,1.1,2.7,1.6,1.5,1.2,2025-06
EMP-00742,2.1,1.9,2.9,2.3,1.8,2025-06
EMP-00743,4.8,3.6,3.4,4.0,4.8,2025-06
EMP-00744,5.0,5.0,5.0,4.2,5.0,2025-06
EMP-00745,1.5,1.4,1.8,1.7,1.4,2025-06
EMP-00746,3.0,2.5,3.1,4.0,2.8,2025-06
EMP-00747,3.3,5.0,4.6,3.7,3.0,2025-06
EMP-00748,4.9,4.2,3.7,5.0,5.0,2025-06
EMP-00749,3.1,1.8,2.8,2.9,4.1,2025-06
EMP-00750,5.0,4.6,3.6,4.4,3.6,2025-06
EMP-00751,3.5,3.0,3.2,2.8,3.9,2025-06
EMP-00752,5.0,5.0,5.0,4.9,5.0,2025-06
EMP-00753,4.7,3.9,3.3,4.0,3.4,2025-06
EMP-00754,2.5,2.7,3.0,3.5,3.3,2025-06
EMP-00755,3.4,4.2,2.9,4.1,5.0,2025-06
EMP-00756,2.6,2.7,4.3,2.4,3.5,2025-06
EMP-00757,4.2,5.0,3.5,4.3,4.9,2025-06
EMP-00758,2.8,1.9,3.1,2.2,2.3,2025-06
EMP-00759,2.2,2.5,1.0,3.2,1.6,2025-06
EMP-00760,3.0,4.3,3.4,3.1,2.6,2025-06
EMP-00761,4.5,3.8,5.0,4.4,4.6,2025-06
EMP-00762,2.4,2.8,3.4,1.7,2.7,2025-06
EMP-00763,2.8,3.4,2.7,2.9,3.0,2025-06
EMP-00764,2.3,3.2,2.1,2.5,1.8,2025-06
EMP-00765,4.3,4.5,4.4,4.2,5.0,2025-06
EMP-00766,4.9,4.3,4.6,3.9,3.8,2025-06
EMP-00767,4.7,3.3,3.4,3.2,3.6,2025-06
EMP-00768,3.2,3.9,3.5,3.5,2.9,2025-06
EMP-00769,1.0,2.4,3.1,1.1,2.0,2025-06
EMP-00770,1.4,1.8,3.1,2.1,1.4,2025-06
EMP-00771,2.8,4.4,3.7,3.2,3.5,2025-06
EMP-00772,4.0,3.8,3.5,4.5,3.4,2025-06
EMP-00773,3.7,4.5,2.3,4.4,4.4,2025-06
EMP-00774,2.3,2.3,2.3,1.4,2.0,2025-06
EMP-00775,5.0,4.5,3.2,3.7,3.7,2025-06
EMP-00776,5.0,5.0,4.7,5.0,5.0,2025-06
EMP-00777,4.4,3.5,3.9,3.8,4.2,2025-06
EMP-00778,2.6,4.3,4.9,4.0,3.7,2025-06
EMP-00779,4.0,2.8,4.0,2.9,3.0,2025-06
EMP-00780,3.2,3.6,2.9,3.7,3.4,2025-06
EMP-00781,3.4,2.7,3.8,2.7,4.8,2025-06
EMP-00782,4.9,5.0,5.0,4.6,4.7,2025-06
EMP-00783,3.8,3.7,3.3,4.4,4.2,2025-06
EMP-00784,4.0,4.1,3.6,4.5,3.5,2025-06
EMP-00785,3.6,3.8,2.7,3.1,2.6,2025-06
EMP-00786,1.4,3.6,3.9,2.8,2.9,2025-06
EMP-00787,4.7,3.0,4.0,3.9,4.3,2025-06
EMP-00788,4.7,5.0,3.7,4.3,4.7,2025-06
EMP-00789,4.9,5.0,4.7,5.0,5.0,2025-06
EMP-00790,1.8,1.4,1.5,2.3,1.0,2025-06
EMP-00791,5.0,5.0,4.8,5.0,4.3,2025-06
EMP-00792,3.5,3.6,3.6,3.1,4.3,2025-06
EMP-00793,3.7,3.9,4.6,4.1,3.9,2025-06
EMP-00794,2.7,1.5,2.6,1.9,1.1,2025-06
EMP-00795,2.3,3.6,3.9,1.9,3.3,2025-06
EMP-00796,4.0,4.0,3.9,4.9,4.2,2025-06
EMP-00797,1.5,1.9,2.2,1.9,2.2,2025-06
EMP-00798,1.3,1.0,1.0,1.0,2.0,2025-06
EMP-00799,3.6,3.7,4.3,3.5,4.8,2025-06
EMP-00800,2.7,2.9,3.2,3.1,4.0,2025-06
EMP-00801,4.2,5.0,3.5,4.7,5.0,2025-06
EMP-00802,3.3,4.0,3.6,3.8,4.1,2025-06
EMP-00803,3.5,3.9,3.6,4.1,3.4,2025-06
EMP-00804,2.8,5.0,3.8,4.5,3.9,2025-06
EMP-00805,3.9,4.5,5.0,3.7,3.9,2025-06
EMP-00806,2.9,3.8,2.5,2.7,2.3,2025-06
EMP-00807,5.0,4.4,5.0,4.4,4.9,2025-06
EMP-00808,3.4,2.7,2.1,3.1,2.0,2025-06
EMP-00809,3.1,3.5,3.6,3.7,3.0,2025-06
EMP-00810,4.6,4.1,3.5,4.0,3.8,2025-06
EMP-00811,4.0,4.1,4.2,4.1,3.4,2025-06
EMP-00812,1.8,3.1,4.2,4.2,3.5,2025-06
EMP-00813,3.3,1.8,2.1,2.3,2.5,2025-06
EMP-00814,2.0,2.4,1.3,2.3,2.3,2025-06
EMP-00815,3.3,3.7,3.1,3.7,2.9,2025-06
EMP-00816,4.3,5.0,5.0,5.0,4.4,2025-06
EMP-00817,4.0,3.6,3.9,3.9,2.9,2025-06
EMP-00818,3.6,3.3,3.7,4.5,2.9,2025-06
EMP-00819,3.2,2.7,3.7,3.2,2.3,2025-06
EMP-00820,3.3,4.3,2.7,3.9,4.3,2025-06
EMP-00821,2.5,2.0,3.1,3.0,2.3,2025-06
EMP-00822,3.6,4.1,4.5,3.5,4.2,2025-06
EMP-00823,3.5,4.4,3.1,4.0,4.5,2025-06
EMP-00824,3.3,2.2,4.5,2.7,3.6,2025-06
EMP-00825,4.4,4.3,3.8,3.8,5.0,2025-06
EMP-00826,1.4,2.5,1.2,1.6,1.9,2025-06
EMP-00827,3.2,3.8,3.8,3.7,3.2,2025-06
EMP-00828,2.3,3.2,2.8,3.3,3.7,2025-06
EMP-00829,3.7,4.5,3.5,4.3,5.0,2025-06
EMP-00830,2.4,4.0,3.0,3.3,2.9,2025-06
EMP-00831,4.8,4.2,4.1,3.8,3.7,2025-06
EMP-00832,2.0,3.0,2.1,2.5,1.5,2025-06
EMP-00833,1.6,1.0,1.0,1.0,1.0,2025-06
EMP-00834,3.0,1.5,2.6,2.1,4.1,2025-06
EMP-00835,4.0,4.3,3.4,3.2,3.5,2025-06
EMP-00836,4.2,3.5,3.9,3.8,2.8,2025-06
EMP-00837,3.5,3.0,3.6,3.4,3.5,2025-06
EMP-00838,3.6,4.2,2.9,2.9,4.5,2025-06
EMP-00839,4.0,3.4,2.0,2.9,3.1,2025-06
EMP-00840,3.2,2.3,2.4,3.6,3.5,2025-06
EMP-00841,1.2,2.2,1.0,1.7,1.0,2025-06
EMP-00842,2.1,3.5,2.3,3.0,4.2,2025-06
EMP-00843,2.6,2.9,3.2,2.1,2.4,2025-06
EMP-00844,4.5,4.0,3.6,5.0,3.9,2025-06
EMP-00845,1.0,1.8,1.5,1.0,1.0,2025-06
EMP-00846,3.7,4.3,3.4,3.2,3.5,2025-06
EMP-00847,3.5,4.6,4.4,4.5,5.0,2025-06
EMP-00848,4.1,2.1,3.9,3.2,2.9,2025-06
EMP-00849,3.7,4.0,3.0,3.6,4.0,2025-06
EMP-00850,3.3,4.2,3.5,3.8,3.4,2025-06
EMP-00851,4.0,4.4,3.5,3.7,3.9,2025-06
EMP-00852,3.2,3.0,3.1,2.2,2.7,2025-06
EMP-00853,2.8,3.1,2.4,3.6,3.6,2025-06
EMP-00854,4.0,3.6,3.6,4.2,4.3,2025-06
EMP-00855,2.3,1.6,1.1,2.0,1.9,2025-06
EMP-00856,3.3,3.5,4.1,3.7,3.9,2025-06
EMP-00857,2.9,3.7,2.6,2.8,2.7,2025-06
EMP-00858,4.5,3.4,4.4,4.1,2.8,2025-06
EMP-00859,2.7,3.0,2.6,1.6,3.7,2025-06
EMP-00860,4.8,5.0,4.9,5.0,3.7,2025-06
EMP-00861,3.0,3.5,3.5,3.5,3.4,2025-06
EMP-00862,4.4,3.6,2.9,3.3,3.6,2025-06
EMP-00863,3.3,4.1,3.6,4.1,2.1,2025-06
EMP-00864,2.5,3.9,3.6,3.0,3.4,2025-06
EMP-00865,5.0,4.0,5.0,3.4,4.5,2025-06
EMP-00866,1.6,2.3,2.5,1.5,2.2,2025-06
EMP-00867,4.8,4.5,3.4,4.4,4.3,2025-06
EMP-00868,4.5,4.6,4.2,4.9,2.5,2025-06
EMP-00869,5.0,4.5,4.7,4.6,5.0,2025-06
EMP-00870,4.1,3.4,3.7,4.9,3.4,2025-06
